Yield (kg/ha)
5015.95
3852.01
4393.57
4196.67
6208.39
4373.81
4976.91
4784.68
5028.1
3579.35
3128.2
4963.83
4083.06
3924.61
4503.39
5224.72
3764.32
4007.4
3018.58
3376.2
4377.87
6028.81
5557.29
4898.18
3324.76
2282.06
3596.72
5519.49
4218.78
4565.11
5375.76
4297.81
3646.67
2266.93
4847.56
5716.14
3518.61
2634.12
4035.86
6285.56
3802.92
3793.76
6217.66
5531.42
4882.39
5372.28
3945.33
4319.33
4522.31
3293.95
2541.93
5313.33
3496.47
4370.36
5377.05
5103.45
5599.4
4201.4
3125.99
4164.76
3964.18
4138.0
4746.03
6195.41
3555.38
4393.93
5623.96
3819.1
3708.26
3286.65
4369.25
4853.25
1581.6
4639.79
4289.75
4269.43
4925.55
6110.69
4084.61
3086.88
4270.48
2610.2
2119.21
4514.64
2620.47
3402.29
3795.08
5576.3
4711.02
5211.82
4765.51
3711.95
5788.96
4858.68
4363.87
3182.17
3353.8
4871.33
1785.13
4303.75
3694.69
7145.84
4212.82
2014.25
4572.28
4284.9
3143.52
2898.76
3280.61
4288.63
2041.88
4504.73
2782.0
5981.14
4205.33
4346.16
2872.78
5305.85
4472.67
2426.16
4063.69
2631.2
3687.87
3994.11
5313.64
4114.49
3895.09
5438.08
3169.31
4965.83
3973.1
3784.16
5181.97
3141.59
3287.3
5265.96
5322.34
4948.5
4093.99
4233.62
5254.48
4183.24
3738.16
5521.89
3872.03
5009.65
1396.33
1884.81
4857.11
4724.15
4679.36
4693.32
5281.09
3348.51
4510.64
4433.22
5478.37
2539.19
4663.83
3340.95
2897.31
3280.16
5268.65
2563.54
5342.34
2966.11
2937.96
3369.62
2364.89
4988.78
4599.44
5653.83
4200.16
4755.14
6351.32
5929.85
3588.02
3753.25
3803.14
3289.93
4875.46
3886.84
4022.15
4409.8
5647.98
5215.57
3812.67
4840.55
6232.42
5360.86
4541.09
2828.46
4802.96
2468.75
5021.19
4900.62
4662.64
3671.44
6337.4
5841.72
4307.09
